id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;id_reservatorio;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;val_vazaoincrementalbruta
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBUSSI;SIMPLICIO;90;129;2026-04-20;250.0;138.48;71.1;99.31;104.0;0.0;0.0;104.0;;0.0;99.26;12.53;;12.53;12.53
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBILHP;ILHA POMBOS;91;130;2026-04-20;138.23;;24.0;265.18;283.0;0.0;;283.0;;414.39;285.47;42.04;0.056;13.3883;21.26
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RPSANT;SANTANA;92;181;2026-04-20;363.01;;67.53;5.21;;0.0;;0.0;108.0;13.4;119.77;4.26;;;3.17
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL ;SUDESTE             ;PBVIG;VIGARIO;93;182;2026-04-20;398.52;;82.88;114.874;;116.0;;116.0;;0.0;119.77;0.0;;0.0;114.874
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLNPEC;NILO PEÇANHA;94;131;2026-04-20;397.96;;;109.0;109.0;;;109.0;;4.3;119.77;0.0;0.0;0.0383;-6.962
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RPTOCO;TOCOS;95;180;2026-04-20;442.65;;16.13;9.0;;2.0;;2.0;7.0;9.14;;9.14;;0.04;9.04
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL ;SUDESTE             ;RLLAJE;LAJES;96;124;2026-04-20;414.55;;96.96;10.59;;7.0;;7.0;-7.0;4.3;13.45;4.3;0.321;0.03;3.94
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLFONT;FONTES;97;132;2026-04-20;414.52;;;10.59;16.0;;;16.0;;4.3;13.45;0.0;0.0;0.03;-98.418
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;RLPPAS;PEREIRA PASSOS;98;133;2026-04-20;86.34;;95.7;10.59;121.0;0.0;;121.0;;4.3;133.22;;0.014;0.04;-3.435
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL ;SUDESTE             ;PBBBRA;BARRA BRAUNA;99;185;2026-04-20;150.65;126.35;31.07;88.91;84.0;0.0;;84.0;;91.77;;91.77;0.127;1.7333;90.77
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUSBL;BATALHA;111;20;2026-04-20;799.63;755.44;96.69;80.98;67.0;0.0;0.0;67.0;;85.42;;85.42;2.557;4.67;88.21
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUHSF;S.DO FACÃO;112;21;2026-04-20;748.97;675.33;61.32;100.81;160.0;0.0;0.0;160.0;;140.38;;53.47;2.526;5.5417;44.54
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PREMBO;EMBORCAÇÃO;113;24;2026-04-20;648.74;520.79;62.16;338.65;378.0;0.0;;378.0;;380.47;;235.88;5.553;17.8033;186.38
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PRNPON;NOVA PONTE;114;25;2026-04-20;800.6;696.3;49.69;305.34;233.0;0.0;;233.0;;295.68;;295.68;4.908;2.1133;312.36
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;ARMIRA;MIRANDA;115;26;2026-04-20;695.2;624.17;72.51;271.92;249.0;0.0;;249.0;;308.55;;9.57;0.767;3.6367;43.21
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNCPB1;C.BRANCO-1;116;27;2026-04-20;623.42;565.78;16.87;284.66;339.0;0.0;7.0;346.0;0.0;311.25;;1.2;0.489;4.2567;30.31
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNCPB2;C.BRANCO-2;117;28;2026-04-20;564.86;517.47;53.32;330.12;269.0;0.0;;269.0;;317.79;;2.87;0.92;5.715;-9.0
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUCB4;CORUMBA-4;118;29;2026-04-20;842.17;771.34;91.64;96.49;68.0;8.0;;76.0;;87.4;;87.4;2.275;3.1967;101.96
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUCB3;CORUMBA-3;119;203;2026-04-20;770.96;729.55;71.66;103.3;8.0;24.0;0.0;32.0;0.0;111.08;;20.9;0.945;3.73;27.07
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;COCORU;CORUMBA;120;30;2026-04-20;594.37;517.27;96.29;346.95;326.0;0.0;0.0;326.0;;307.62;;188.1;0.986;9.6567;229.2
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PRITUM;ITUMBIARA;121;31;2026-04-20;516.57;434.5;79.95;1162.0;687.0;0.0;1.0;687.0;;1261.0;;225.59;12.234;46.705;185.01
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PRCDOU;C. DOURADA;122;32;2026-04-20;431.02;398.39;82.75;764.12;661.0;14.0;;675.0;;1325.94;;53.4;1.257;48.7017;62.04
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PRSSIM;SÃO SIMÃO;123;33;2026-04-20;400.73;327.13;96.95;1449.55;1522.0;0.0;;1522.0;;2078.93;;732.48;12.698;76.8567;785.73
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNCACU;CACU;124;311;2026-04-20;476.83;449.07;91.11;172.69;188.0;0.0;;188.0;;156.57;;156.57;0.269;0.435;173.4
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNUHBC;B.COQUEIROS;125;312;2026-04-20;447.79;410.49;88.98;179.85;174.0;0.0;;174.0;;162.39;;6.48;0.439;0.455;-5.07
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNUFRC;FOZ DO RIO CLARO;126;315;2026-04-20;353.82;327.67;90.53;162.07;124.0;39.0;;163.0;;174.16;;12.08;0.19;0.515;-4.71
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNST;SALTO;127;262;2026-04-20;446.43;395.23;92.37;113.48;141.0;0.0;0.0;141.0;0.0;119.07;;119.07;1.395;0.4117;115.29
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA      ;PARANA              ;PNSV;S.R.VERDINHO;128;241;2026-04-20;370.5;326.68;100.0;149.62;109.0;0.0;0.0;109.0;0.0;131.05;;9.93;0.705;0.46;12.37
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA      ;PARANA              ;PNUHES;ESPORA;129;290;2026-04-20;583.45;530.99;99.01;59.83;54.0;9.0;;63.0;;58.5;;58.5;0.452;0.0983;60.38
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA   ;PARANAPANEMA        ;PPJURU;JURUMIRIM;133;47;2026-04-20;564.26;531.97;50.85;21.11;155.0;0.0;0.0;155.0;0.0;58.0;;58.0;10.221;6.1783;37.51
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPPJU;PIRAJU;134;48;2026-04-20;531.51;504.8;105.06;151.0;150.0;0.0;1.0;151.0;0.0;59.95;;1.3;0.331;6.2567;-3.59
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPPRNP;PARANAPANEMA;135;53;2026-04-20;504.78;488.71;114.17;138.0;136.0;1.0;1.0;138.0;;59.95;;0.0;;;-19.26
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA   ;PARANAPANEMA        ;PPCHAV;CHAVANTES;136;49;2026-04-20;469.19;398.28;41.41;119.49;159.0;0.0;0.0;159.0;0.0;88.74;;27.04;9.638;7.1783;-8.11
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPORI;OURINHOS;137;249;2026-04-20;398.14;385.72;128.97;160.15;152.0;0.0;2.0;154.0;0.0;92.35;;2.72;0.103;7.1983;-0.47
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPSGCS;SALTO GRANDE CS;138;50;2026-04-20;384.13;366.28;79.82;230.46;103.0;141.0;0.0;244.0;0.0;161.61;;68.36;0.251;9.8467;77.11
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPCNO2;CANOAS II;139;51;2026-04-20;365.89;351.04;88.66;250.24;249.0;23.0;0.0;272.0;0.0;167.96;;5.36;0.553;10.0683;4.93
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPCNO1;CANOAS I;140;52;2026-04-20;350.91;333.85;90.58;275.31;262.0;0.0;0.0;262.0;0.0;180.39;;11.42;0.699;10.345;5.33
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA   ;PARANAPANEMA        ;PPCAPI;CAPIVARA;142;61;2026-04-20;329.76;284.27;61.01;432.26;655.0;0.0;0.0;655.0;0.0;382.06;;136.28;10.721;15.6783;116.67
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPTAQU;TAQUARUÇU;143;62;2026-04-20;283.37;258.43;66.78;674.81;774.0;0.0;0.0;774.0;0.0;426.04;;34.41;1.43;16.065;17.63
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA   ;PARANAPANEMA        ;PPROSA;ROSANA;144;63;2026-04-20;257.69;236.16;83.61;823.3;848.0;0.0;0.0;848.0;0.0;518.7;;80.68;3.553;18.1833;62.14
SE;Sudeste/Centro-Oeste;RCU;PARANA         ;PARANA              ;PNISOL;I. SOLTEIRA;147;34;2026-04-20;327.14;281.24;81.6;3472.25;4862.0;0.0;0.0;4862.0;-310.0;4620.24;;276.4;27.688;174.6733;122.37
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;PARANA              ;PNJUPI;JUPIA;148;45;2026-04-20;279.83;258.55;93.82;6068.38;1372.0;3609.0;0.0;4981.0;0.0;5541.25;5527.03;307.34;7.827;255.95;318.32
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;PARANA              ;PNUHSD;SAO DOMINGOS;149;153;2026-04-20;344.6;309.14;59.29;92.02;40.0;34.0;0.0;74.0;0.0;85.4;;85.4;0.286;0.3583;92.66
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;PARANA              ;PNPPRI;PORTO PRIMAVERA;150;46;2026-04-20;257.18;237.61;71.87;5452.17;6405.0;0.0;3.0;6408.0;;6629.75;6615.53;619.32;30.113;272.925;559.92
SE;Sudeste/Centro-Oeste;FIO;PARANA         ;ITAIPU              ;PNITAI;ITAIPU;151;66;2026-04-20;218.25;98.18;85.01;8679.82;7387.0;0.0;;7387.0;;9296.94;9282.72;1204.28;27.62;307.19;0.0
SE;Sudeste/Centro-Oeste;RCU;PARAGUAI       ;SUDESTE             ;PYUSMS;MANSO;160;278;2026-04-20;286.62;224.52;95.37;166.6;36.0;89.0;16.0;125.0;;185.15;;185.15;4.672;0.2467;171.52
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYPP;PONTE DE PEDRA;161;281;2026-04-20;395.6;151.26;83.99;77.0;63.0;14.0;;77.0;;78.65;;78.65;0.213;0.7;77.91
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYUIQ;ITIQUIRA I;162;304;2026-04-20;412.19;320.26;128.79;94.88;63.0;31.0;1.0;95.0;;70.73;;70.73;0.017;0.2733;95.17
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYUIQ2;ITIQUIRA II;163;305;2026-04-20;320.19;181.31;;94.88;63.0;0.0;0.0;63.0;;70.73;;0.0;0.001;;0.0
SE;Sudeste/Centro-Oeste;FIO;PARAGUAI       ;SUDESTE             ;PYUJAU;JAURU;164;195;2026-04-20;354.75;249.2;46.67;100.39;95.0;3.0;1.0;99.0;0.0;101.81;;101.81;0.02;0.0917;100.5
SE;Sudeste/Centro-Oeste;RCU;SAO FRANCISCO  ;SUDESTE             ;SFUHRB;RETIRO BAIXO;177;155;2026-04-20;615.32;577.34;64.56;100.0;100.0;0.0;0.0;100.0;;106.87;;106.87;0.278;3.1217;103.4
SE;Sudeste/Centro-Oeste;RCU;SAO FRANCISCO  ;SUDESTE             ;SFTMAR;TRÊS MARIAS;178;156;2026-04-20;572.78;516.36;102.06;476.15;610.0;0.0;0.0;610.0;;509.06;;400.48;20.514;11.0617;407.73
SE;Sudeste/Centro-Oeste;RCU;SAO FRANCISCO  ;SUDESTE             ;SFQMDO;QUEIMADO;179;162;2026-04-20;828.89;639.05;98.99;46.17;42.0;0.0;2.0;42.0;;46.73;;46.73;0.86;1.43;48.46
SE;Sudeste/Centro-Oeste;FIO;SANTA MARIA VIT;SUDESTE             ;ODUSUI;SUIÇA;187;145;2026-04-20;348.85;99.75;62.05;8.41;8.0;0.0;;8.0;;8.65;;2.69;0.002;0.13;0.71
SE;Sudeste/Centro-Oeste;RES;TIETE          ;PARANA              ;TIPONO;PONTE NOVA;189;105;2026-04-20;762.48;;40.14;7.0;;0.0;;7.0;;4.0;;4.0;0.019;3.8283;10.847
SE;Sudeste/Centro-Oeste;RES;TIETE          ;SUDESTE             ;CBBILL;BILLINGS;190;118;2026-04-20;744.48;;79.46;6.89;;0.0;;29.0;;14.22;33.39;14.22;1.624;7.8983;16.417
SE;Sudeste/Centro-Oeste;RES;TIETE          ;SUDESTE             ;GPGUAR;GUARAPIRANGA;191;117;2026-04-20;735.76;;88.05;8.0;;0.0;;15.0;;18.73;;18.73;0.402;10.3283;18.73
SE;Sudeste/Centro-Oeste;RES;TIETE          ;PARANA              ;TIEDSO;EDGARD SOUZA;192;107;2026-04-20;711.29;;39.77;33.0;;65.0;;65.0;;17.01;;50.935;0.012;;65.359
SE;Sudeste/Centro-Oeste;RCU;TIETE          ;PARANA              ;TIBONI;B. BONITA;193;37;2026-04-20;450.48;427.38;88.03;245.2;199.0;80.0;0.0;279.0;;258.77;224.07;206.81;7.694;54.4033;231.3
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;PARANA              ;TIBARI;BARIRI;194;38;2026-04-20;427.15;404.51;64.01;353.66;410.0;0.0;0.0;410.0;;315.6;281.08;57.33;1.644;61.8633;94.26
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;PARANA              ;TIIBIT;IBITINGA;195;39;2026-04-20;403.77;383.8;53.51;459.93;434.0;0.0;0.0;434.0;;426.17;391.97;110.31;2.986;67.1317;65.68
SE;Sudeste/Centro-Oeste;RCU;TIETE          ;PARANA              ;TIPROM;PROMISSÃO;196;40;2026-04-20;383.9;357.75;97.51;558.0;0.0;558.0;0.0;558.0;;503.37;471.02;63.95;13.605;70.705;124.18
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;PARANA              ;TINAVA;N. AVANHANDAVA;197;42;2026-04-20;357.64;327.21;81.05;490.41;583.0;0.0;0.0;583.0;;536.75;503.08;25.24;5.284;75.0267;-57.99
SE;Sudeste/Centro-Oeste;RCU;TIETE          ;PARANA              ;TITIRM;TRÊS IRMÃOS;198;43;2026-04-20;327.22;280.08;83.12;583.64;956.0;0.0;0.0;956.0;310.0;577.0;562.78;17.64;18.344;79.4617;34.21
SE;Sudeste/Centro-Oeste;FIO;TIETE          ;SUDESTE             ;GPHBOR;HENRY BORDEN;199;119;2026-04-20;727.27;1.25;79.64;1.0;24.0;0.0;;24.0;;0.0;36.5;0.0;0.0;;-35.898
SE;Sudeste/Centro-Oeste;RCU;TOCANTINS      ;SUDESTE             ;TOSMES;SERRA DA MESA;213;251;2026-04-20;449.75;333.71;63.12;685.07;361.0;0.0;0.0;361.0;;675.75;;675.75;14.25;21.1933;720.52
SE;Sudeste/Centro-Oeste;FIO;TOCANTINS      ;SUDESTE             ;TOUHCB;CANA BRAVA;214;252;2026-04-20;332.09;288.28;68.35;521.73;709.0;0.0;;709.0;;772.14;;94.07;1.483;21.345;140.87
SE;Sudeste/Centro-Oeste;FIO;TOCANTINS      ;SUDESTE             ;TOUHSA;SAO SALVADOR;215;253;2026-04-20;286.7;263.12;39.26;752.08;834.0;0.0;;834.0;;862.78;;92.39;0.846;21.5167;28.35
SE;Sudeste/Centro-Oeste;RCU;TOCANTINS      ;SUDESTE             ;TOUHPA;PEIXE ANGICAL;216;257;2026-04-20;262.87;234.74;93.0;1254.71;962.0;0.0;;962.0;;1587.75;;729.04;0.667;27.185;426.59
SE;Sudeste/Centro-Oeste;FIO;TOCANTINS      ;SUDESTE             ;TOLAJ;LAJEADO;217;261;2026-04-20;212.28;176.11;97.43;2699.45;1460.0;881.0;0.0;2341.0;;2344.81;;764.32;0.557;29.8283;1345.32
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS       ;TELES PIRES         ;AMSAPI;SALTO APIACAS;;225;2026-04-20;247.81;221.66;0.0;291.0;141.0;150.0;;291.0;;291.34;;291.34;0.001;0.34;291.34
SE;Sudeste/Centro-Oeste;FIC;PARANA         ;PARANA              ;PNTIRM;ILHA + T. IRMÃOS;;44;2026-04-20;82.18;;82.18;3750.0;5818.0;0.0;0.0;5818.0;;5197.24;;181.221;;;-149.99800000000002
SE;Sudeste/Centro-Oeste;CED;TIETE          ;;TICPBA;CANAL P. BARRETO;;0;2026-04-20;;;;-310.0;;;;;;;;;;;
SE;Sudeste/Centro-Oeste;RES;SANTA MARIA VIT;SUDESTE             ;ODRBON;RIO BONITO;;;2026-04-20;649.11;490.38;86.97;8.63;8.0;0.0;0.0;8.0;;5.97;;5.97;0.053;;8.68
S ;Sul;RCU;CAPIVARI       ;SUL                 ;CASPSO;G. P. SOUZA;22;115;2026-04-20;835.66;;40.95;10.25;18.0;0.0;;18.0;;9.94;;9.94;0.131;0.1017;10.48
S ;Sul;FIO;ITAJAI         ;SUL                 ;IAUHSP;SALTO PILAO;47;215;2026-04-20;318.76;112.39;70.85;22.88;15.0;0.0;8.0;23.0;;26.15;;26.15;0.0;0.22;23.1
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGGBMU;G. B. MUNHOZ;48;74;2026-04-20;711.29;603.61;19.31;115.33;107.0;0.0;;107.0;;150.3;;150.3;1.72;6.7767;123.83
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSEGR;SEGREDO;49;76;2026-04-20;603.49;489.45;29.06;163.68;155.0;0.0;;155.0;-28.0;187.72;211.88;32.95;2.303;6.8567;33.73
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSCL;SANTA CLARA-PR;50;71;2026-04-20;798.03;706.36;52.59;27.29;13.0;0.0;7.0;20.0;;25.83;;25.83;0.332;0.43;28.05
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGFND;FUNDÃO;51;72;2026-04-20;705.34;604.18;68.42;20.2;11.0;0.0;7.0;18.0;;27.58;;1.6;0.055;0.44;0.6
S ;Sul;RES;IGUACU         ;IGUACU              ;JDJORD;JORDÃO;52;73;2026-04-20;603.61;538.43;19.25;36.26;10.0;0.0;0.0;10.0;28.0;34.16;10.0;6.43;0.03;0.44;18.14
S ;Sul;RCU;IGUACU         ;IGUACU              ;IGSSAN;SALTO SANTIAGO;53;77;2026-04-20;488.82;397.64;25.76;212.73;350.0;0.0;;350.0;;251.0;;19.76;4.514;7.5967;56.25
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGSOSO;SALTO OSORIO;54;78;2026-04-20;396.37;324.54;91.32;348.96;384.0;16.0;;400.0;;263.23;;7.81;1.547;7.7283;10.18
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGSCAX;SALTO CAXIAS;55;82;2026-04-20;323.76;258.54;37.62;454.86;358.0;81.0;;439.0;;316.44;;49.15;3.677;8.8367;70.35
S ;Sul;FIO;IGUACU         ;IGUACU              ;IGUHBI;BAIXO IGUACU;56;83;2026-04-20;258.87;241.3;86.52;463.47;355.0;0.0;;355.0;;338.06;;19.66;0.0;10.0283;44.25
S ;Sul;RES;JACUI          ;SUL                 ;JIERNE;ERNESTINA;69;110;2026-04-20;488.63;457.35;76.21;3.11;15.0;0.0;2.0;17.0;;6.57;;6.57;1.123;0.02;4.25
S ;Sul;RCU;JACUI          ;SUL                 ;JIPREA;PASSO REAL;70;111;2026-04-20;318.57;278.7;52.29;106.11;0.0;70.0;0.0;70.0;;102.41;;96.12;4.638;0.3417;94.07
S ;Sul;FIO;JACUI          ;SUL                 ;JIJACU;JACUI;71;112;2026-04-20;278.84;181.87;79.75;70.08;0.0;32.0;0.0;32.0;;103.14;;1.05;0.164;0.3517;1.21
S ;Sul;FIO;JACUI          ;SUL                 ;JIITAU;ITAUBA;72;113;2026-04-20;180.63;94.17;71.76;56.75;24.0;0.0;;24.0;;126.18;;24.33;0.502;0.4033;25.43
S ;Sul;FIO;JACUI          ;SUL                 ;JIUDFR;D. FRANCISCA;73;114;2026-04-20;92.52;53.89;42.04;53.21;134.0;0.0;0.0;134.0;0.0;153.27;;27.06;0.545;0.4467;25.8
S ;Sul;FIO;JACUI          ;SUL                 ;JIUHCA;CASTRO ALVES;74;97;2026-04-20;237.0;146.83;-200.0;25.74;12.0;0.0;18.0;30.0;0.0;26.24;;26.24;0.101;0.4067;26.24
S ;Sul;FIO;JACUI          ;SUL                 ;JIUHMC;MONTE CLARO;75;98;2026-04-20;147.17;104.84;16.18;34.72;13.0;13.0;6.0;32.0;0.0;37.81;;11.19;0.039;1.2983;5.57
S ;Sul;FIO;JACUI          ;SUL                 ;JIUHQJ;14 DE JULHO;76;99;2026-04-20;103.2;68.57;20.0;29.0;1.0;0.0;28.0;29.0;0.0;39.73;;1.42;0.149;1.7483;-3.28
S ;Sul;RES;JACUI          ;SUL                 ;JIDVSA;DIVISA;77;;2026-04-20;838.12;;83.33;0.75;;0.0;2.0;2.0;;0.75;;0.75;;;0.75
S ;Sul;RES;JACUI          ;SUL                 ;JIBLNG;BLANG;78;;2026-04-20;785.68;;24.39;8.74;;0.0;8.0;8.0;;7.51;;6.74;;;6.74
S ;Sul;RES;JACUI          ;SUL                 ;JISLRS;SALTO RS;79;;2026-04-20;755.73;;92.14;5.22;;0.0;1.0;1.0;7.0;4.75;;4.75;;;-2.78
S ;Sul;FIO;JACUI          ;SUL                 ;OSCNST;CANASTRA;80;87;2026-04-20;540.83;200.53;-9.2;27.0;20.0;0.0;0.0;20.0;;4.75;0.0;4.75;;;20.0
S ;Sul;RCU;PARANAPANEMA   ;IGUACU              ;PPUHMU;GOV JAYME CANET JR;141;57;2026-04-20;627.63;511.77;16.22;49.98;23.0;38.0;20.0;81.0;;52.39;;52.39;1.844;1.5583;53.38
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHSR;SAO ROQUE;165;88;2026-04-20;749.85;706.07;20.37;46.52;69.0;0.0;0.0;69.0;;52.71;;52.71;0.573;0.4783;47.57
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIGAR;GARIBALDI;166;89;2026-04-20;703.38;659.1;33.58;73.76;0.0;0.0;13.0;13.0;0.0;64.53;;7.6;0.556;0.8683;5.7
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHCN;CAMPOS NOVOS;167;90;2026-04-20;656.66;475.59;33.2;34.04;86.0;11.0;0.0;97.0;0.0;85.99;;21.06;0.762;0.9283;21.38
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHBG;BARRA GRANDE;168;86;2026-04-20;628.67;479.95;33.66;37.95;40.0;14.0;0.0;54.0;0.0;46.94;;46.94;1.676;0.3467;39.97
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUHMA;MACHADINHO;169;91;2026-04-20;466.91;374.98;11.42;184.29;281.0;0.0;;281.0;;172.94;;39.28;1.961;1.4967;35.34
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIITÁ;ITÁ;170;92;2026-04-20;368.77;264.76;78.35;327.01;202.0;61.0;;263.0;;210.97;;39.46;3.899;3.0817;51.58
S ;Sul;RCU;URUGUAI        ;SUL                 ;PFPFUN;PASSO FUNDO;171;93;2026-04-20;592.99;335.47;53.13;8.3;48.0;0.0;;48.0;;11.86;;11.86;3.614;0.3517;12.27
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUHMO;MONJOLINHO;172;94;2026-04-20;327.26;264.93;36.66;55.59;82.0;0.0;;82.0;;19.14;;8.48;0.151;0.4133;8.68
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUHFC;FOZ CHAPECO;173;103;2026-04-20;264.61;210.81;60.66;373.85;166.0;153.0;0.0;319.0;0.0;290.38;;46.49;2.054;4.325;38.03
S ;Sul;RCU;URUGUAI        ;SUL                 ;RIUQQX;QUEBRA QUEIXO;174;95;2026-04-20;547.07;426.17;59.19;31.07;20.0;0.0;1.0;21.0;;27.04;;27.04;0.147;0.08;31.3
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUSJO;SAO JOSE;175;101;2026-04-20;154.28;132.91;61.0;139.35;108.0;0.0;;108.0;;139.86;;139.86;0.766;0.545;140.67
S ;Sul;FIO;URUGUAI        ;SUL                 ;RIUHPJ;PASSO SAO JOAO;176;102;2026-04-20;128.08;98.36;79.55;105.55;80.0;19.0;0.0;99.0;0.0;148.39;;5.22;0.64;0.55;-0.47
NE;Nordeste;FIO;JEQUITINHONHA  ;NORDESTE            ;JEUITP;ITAPEBI;68;154;2026-04-21;109.81;27.02;81.01;151.0;120.0;31.0;0.0;151.0;0.0;136.78;;56.47;0.786;4.052;43.87
NE;Nordeste;RCU;PARAGUACU      ;NORDESTE            ;PGUCV;PEDRA DO CAVALO;109;189;2026-04-21;117.04;3.81;135.66;53.85;41.0;0.0;0.0;41.0;0.0;56.59;;56.59;2.744;8.206;56.59
NE;Nordeste;RCU;PARNAIBA       ;NORDESTE            ;PIBESP;BOA ESPERANÇA;110;190;2026-04-21;303.79;259.31;95.92;539.61;366.0;0.0;;366.0;;461.91;;461.91;6.404;2.384;548.4
NE;Nordeste;RCU;SAO FRANCISCO  ;NORDESTE            ;SFSOBR;SOBRADINHO;180;169;2026-04-21;392.39;362.03;98.4;2050.0;1287.0;0.0;;1287.0;;2406.1;;1331.1;103.999;102.084;1331.1
NE;Nordeste;RCU;SAO FRANCISCO  ;NORDESTE            ;SFLGON;LUIZ GONZAGA;181;172;2026-04-21;301.69;251.36;50.21;1400.0;1512.0;0.0;;1512.0;;2787.07;;0.0;10.325;162.734;
NE;Nordeste;FIO;SAO FRANCISCO  ;NORDESTE            ;SFMOXO;APOLONIO SALES;182;173;2026-04-21;251.51;230.05;75.12;1499.57;294.0;0.0;;294.0;1194.0;2787.07;;0.0;;165.408;
NE;Nordeste;FIO;SAO FRANCISCO  ;NORDESTE            ;SFP123;P. AFONSO 1,2,3;183;174;2026-04-21;230.04;0.0;90.82;315.37;320.0;0.0;;320.0;;2787.07;;0.0;0.072;165.478;
NE;Nordeste;FIO;SAO FRANCISCO  ;NORDESTE            ;SFPAF4;P. AFONSO 4;184;175;2026-04-21;251.25;138.0;61.72;1136.13;1194.0;0.0;;1194.0;;2787.07;;0.0;;0.0;
